Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Age,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label
5022053,1,0,0,0,202500.0,3,1,3,1,-12811.0,35,-12,1,0,0,0,3,1,1
5022617,1,1,1,0,202500.0,0,4,0,1,-12022.0,33,-5,1,0,0,1,8,2,1
5023781,1,0,1,0,157500.0,0,1,0,1,-17800.0,49,-3,1,0,0,0,0,2,1
5023831,0,0,1,2,112500.0,0,4,1,1,-12135.0,33,-3,1,0,0,0,14,4,1
5024071,0,0,1,0,180000.0,3,1,1,1,-15976.0,44,-2,1,0,0,0,8,2,1
5024213,0,1,1,0,540000.0,0,1,1,1,-15702.0,43,-1,1,0,1,0,3,2,1
5024916,0,0,1,0,112500.0,1,4,1,1,-21832.0,60,-4,1,0,1,0,3,2,1
5024917,0,0,1,0,153382.3096153846,1,4,1,1,-21832.0,60,-4,1,0,1,0,3,2,1
5028580,1,0,0,0,540000.0,0,1,1,1,-19996.0,55,-2,1,0,0,0,10,2,1
5029028,0,0,1,0,90000.0,3,3,3,4,-12026.0,33,-13,1,0,0,0,1,2,1
5029311,0,0,1,0,112500.0,1,4,1,1,-21876.0,60,-4,1,0,1,1,3,2,1
5033453,0,0,0,0,135000.0,3,1,3,1,-10749.0,29,-7,1,0,0,0,8,1,1
5033514,0,1,0,1,135000.0,3,4,1,1,-15952.0,44,-1,1,1,0,0,14,3,1
5033916,1,0,1,0,180000.0,3,4,1,1,-13015.0,36,-10,1,0,0,0,3,2,1
5036469,1,1,0,0,112500.0,2,4,3,1,-20333.0,56,-4,1,0,0,0,4,2,1
5036590,1,1,1,0,292500.0,3,1,1,1,-21055.0,58,-2,1,0,0,0,4,2,1
5036660,0,1,1,0,76500.0,1,4,1,1,-23835.0,65,-4,1,0,0,0,3,2,1
5036795,1,1,1,0,215100.0,0,4,1,1,-19175.0,53,-4,1,0,1,0,8,2,1
5041522,1,1,1,0,450000.0,0,1,2,1,-16169.0,44,-2,1,1,1,0,3,1,1
5042064,0,1,0,2,270000.0,2,1,1,1,-16053.0,44,-20,1,1,1,0,3,4,1
5045888,0,0,1,0,225000.0,1,4,3,1,-23286.0,64,-4,1,0,0,0,3,1,1
5045894,0,0,1,0,225000.0,1,4,3,1,-23286.0,64,-4,1,0,0,0,3,1,1
5045895,0,0,1,0,225000.0,1,4,3,1,-23286.0,64,-4,1,0,0,0,3,1,1
5046324,0,0,1,1,157500.0,0,4,3,1,-15466.0,42,-6,1,0,1,0,9,3,1
5046328,0,0,1,1,157500.0,1,4,3,1,-15466.0,42,-6,1,0,1,0,9,3,1
5047662,0,0,1,1,67500.0,0,4,1,1,-18880.0,52,-11,1,0,0,0,0,3,1
5048300,1,1,0,1,180000.0,0,4,1,1,-11091.0,30,-3,1,0,0,0,8,3,1
5048301,1,1,0,1,180000.0,0,4,1,1,-11091.0,30,-3,1,0,0,0,8,3,1
5050603,1,0,0,0,157500.0,3,4,1,1,-18327.0,50,-20,1,1,0,0,8,2,1
5050606,1,0,0,0,157500.0,3,4,1,1,-18327.0,50,-20,1,1,0,0,8,2,1
5050671,1,0,0,0,171000.0,0,2,3,1,-11610.0,32,0,1,1,1,0,6,1,1
5051160,1,1,0,1,135000.0,3,4,1,1,-9594.0,26,-2,1,0,0,0,8,3,1
5051161,1,1,0,1,135000.0,3,4,1,1,-9594.0,26,-2,1,0,0,0,8,3,1
5052659,0,0,1,0,103500.0,3,4,1,1,-10396.0,28,-2,1,0,0,1,7,2,1
5052661,0,0,1,0,103500.0,3,4,1,1,-10396.0,28,-2,1,0,0,1,7,2,1
5052877,1,1,1,0,225000.0,3,4,1,1,-17915.0,49,-9,1,0,0,0,4,2,1
5052879,1,1,1,0,225000.0,3,4,1,1,-17915.0,49,-9,1,0,0,0,4,2,1
5052882,1,1,1,0,225000.0,3,4,1,1,-17915.0,49,-9,1,0,0,0,4,2,1
5053254,0,1,1,0,180000.0,0,4,1,1,-18667.0,51,-6,1,1,0,0,10,2,1
5054063,1,0,0,1,157500.0,3,4,1,1,-16424.0,45,-4,1,0,0,0,4,3,1
5054068,1,0,0,1,157500.0,3,4,1,1,-16424.0,45,-4,1,0,0,0,4,1,1
5054524,0,0,0,2,180000.0,3,4,1,1,-16611.0,46,-23,1,0,0,0,3,4,1
5054525,0,0,0,2,180000.0,3,4,3,1,-16611.0,46,-23,1,0,0,0,3,4,1
5058345,0,0,1,0,99000.0,1,1,2,1,-24611.0,67,-4,1,0,0,0,3,1,1
5058348,0,0,1,0,153382.3096153846,1,1,2,1,-24611.0,67,-4,1,0,0,0,3,1,1
5058350,1,0,1,0,99000.0,1,1,2,1,-24611.0,67,-4,1,0,0,0,3,1,1
5058352,0,0,1,0,99000.0,1,1,2,1,-24611.0,67,-4,1,0,0,0,3,1,1
5058530,1,0,0,0,391500.0,3,4,3,2,-9242.0,25,-1,1,0,0,0,14,1,1
5058531,1,0,0,0,391500.0,3,4,3,2,-9242.0,25,-1,1,0,0,0,14,1,1
5058532,1,0,0,0,391500.0,3,4,3,2,-16047.0,44,-1,1,0,0,0,14,1,1
5061360,1,0,1,0,65250.0,1,1,1,1,-20872.0,57,-4,1,0,0,0,3,2,1
5061396,1,0,1,0,72900.0,1,3,1,1,-23423.0,64,-4,1,0,0,0,3,2,1
5061636,0,0,1,0,225000.0,1,4,1,2,-21664.0,59,-4,1,0,1,0,3,2,1
5061691,0,0,1,1,67500.0,0,1,1,1,-9122.0,25,-4,1,0,0,1,17,3,1
5062136,1,0,0,1,180000.0,3,4,3,1,-12947.0,35,0,1,0,0,0,8,2,1
5062137,1,0,1,1,187619.32019704435,3,4,3,1,-12947.0,35,0,1,0,0,0,8,2,1
5065348,0,1,1,0,202500.0,3,1,1,1,-15160.0,42,-11,1,0,0,0,6,2,1
5065462,0,0,0,0,157500.0,0,4,1,1,-19004.0,52,-4,1,0,0,0,3,2,1
5065518,0,1,0,1,202500.0,3,1,1,4,-9510.0,26,-8,1,0,0,0,8,3,1
5068389,0,1,1,1,270000.0,3,1,2,1,-14052.0,38,0,1,0,1,0,14,2,1
5068456,0,1,0,0,135000.0,0,4,1,1,-13581.0,37,-7,1,0,0,0,3,2,1
5069216,0,1,1,0,256500.0,0,1,1,1,-11210.0,31,-5,1,1,0,0,0,2,1
5069218,0,1,1,0,256500.0,0,1,3,1,-11210.0,31,-5,1,1,0,0,0,2,1
5069307,1,0,1,0,157500.0,3,4,1,1,-15640.0,43,-4,1,0,0,0,3,2,1
5078820,0,0,0,2,225000.0,0,4,1,1,-14476.0,40,-14,1,0,0,0,6,4,1
5078945,0,0,1,2,180000.0,3,2,2,1,-12253.0,34,-10,1,1,0,0,3,3,1
5078946,0,0,1,2,180000.0,3,2,2,1,-12253.0,34,-10,1,1,0,0,3,3,1
5079166,1,1,0,0,202500.0,3,4,1,5,-13720.0,38,-4,1,0,0,0,8,2,1
5079167,1,1,0,0,202500.0,3,4,1,5,-13720.0,38,-4,1,0,0,0,8,2,1
5079168,1,1,0,0,202500.0,3,4,1,5,-13720.0,38,-4,1,0,0,0,8,2,1
5085886,1,1,1,0,315000.0,0,1,1,1,-18661.0,51,-3,1,0,0,0,10,2,1
5089162,0,1,0,0,225000.0,3,1,1,1,-20264.0,56,-7,1,1,1,0,0,2,1
5089959,1,0,1,1,126000.0,0,4,0,1,-12755.0,35,-6,1,0,0,0,3,3,1
5090166,0,0,1,1,675000.0,0,4,3,1,-15452.0,42,-2,1,0,0,0,16,2,1
5090214,1,1,1,0,135000.0,3,4,1,1,-10712.0,29,-1,1,0,0,0,8,2,1
5090216,1,1,1,0,135000.0,3,4,1,1,-10712.0,29,-1,1,0,0,0,8,2,1
5092087,1,1,1,2,247500.0,3,4,1,1,-17320.0,47,-1,1,0,0,0,8,4,1
5092245,0,0,0,0,103500.0,1,4,1,1,-22111.0,61,-4,1,0,0,0,3,2,1
5092479,1,0,0,1,85500.0,2,4,1,2,-15014.0,41,-19,1,0,0,0,3,3,1
5096527,0,0,0,0,135000.0,3,4,4,0,-20012.0,55,-2,1,0,0,0,3,1,1
5096528,0,0,0,0,135000.0,3,4,4,0,-20012.0,55,-2,1,0,0,0,3,1,1
5096743,0,0,1,0,180000.0,3,3,4,1,-16803.0,46,-6,1,1,1,0,1,1,1
5097065,0,0,1,0,121500.0,3,4,1,1,-18971.0,52,-22,1,0,0,0,10,2,1
5100430,1,1,0,0,180000.0,3,4,3,1,-16310.0,45,-2,1,0,0,0,8,1,1
5105045,1,0,1,0,225000.0,1,4,4,1,-22939.0,63,-4,1,0,0,0,3,1,1
5105056,1,1,0,0,224775.0,0,1,3,2,-11528.0,32,-2,1,0,1,1,6,1,1
5106077,0,0,1,0,135000.0,0,4,1,1,-19764.0,54,-19,1,0,0,0,11,2,1
5113621,1,0,0,0,225000.0,3,4,4,2,-19406.0,53,-1,1,0,0,0,16,1,1
5113933,0,0,0,0,67500.0,1,4,4,1,-23271.0,64,-4,1,0,1,0,3,1,1
5113944,0,1,0,0,135000.0,1,4,1,1,-23324.0,64,-4,1,0,1,0,3,2,1
5114249,1,0,0,1,130500.0,3,2,1,4,-11331.0,31,-5,1,1,1,0,3,3,1
5114253,1,0,0,1,130500.0,3,2,1,4,-11331.0,31,-5,1,1,1,0,3,3,1
5115604,0,0,1,0,202500.0,3,4,1,1,-14523.0,40,-9,1,0,0,0,3,2,1
5115606,0,0,1,0,202500.0,3,4,1,1,-14523.0,40,-9,1,0,0,0,3,2,1
5115608,0,0,1,0,202500.0,3,4,1,1,-14523.0,40,-9,1,0,0,0,3,2,1
5115610,0,0,1,0,202500.0,3,4,1,1,-14523.0,40,-9,1,0,0,0,3,2,1
5115611,0,0,1,0,202500.0,3,4,3,1,-14523.0,40,-9,1,0,0,0,3,2,1
5116035,1,1,1,0,126000.0,3,1,3,1,-14522.0,40,-2,1,1,0,0,10,1,1
5116036,1,1,1,0,126000.0,3,1,3,1,-14522.0,40,-2,1,1,0,0,10,1,1
5116258,0,0,1,4,180000.0,0,4,1,1,-17468.0,48,-20,1,0,0,0,3,6,1
5116301,0,0,1,0,180000.0,1,4,1,1,-22655.0,62,-4,1,0,0,0,3,2,1
5116302,0,0,1,0,180000.0,1,4,1,1,-22655.0,62,-4,1,0,0,0,3,2,1
5116304,0,0,1,0,180000.0,1,4,1,1,-22655.0,62,-4,1,0,0,0,3,2,1
5116305,0,0,1,0,153382.3096153846,1,4,1,1,-22655.0,62,-4,1,0,0,0,3,2,1
5116906,1,1,1,0,211500.0,1,4,1,1,-15047.0,41,-21,1,0,0,0,3,2,1
5117313,0,0,1,1,157500.0,0,4,1,1,-13022.0,36,-11,1,1,1,0,8,3,1
5117413,0,0,0,0,81000.0,1,4,2,1,-22279.0,61,-4,1,0,1,0,3,1,1
5118046,0,0,0,0,81000.0,1,4,4,1,-23902.0,65,-4,1,0,1,0,3,1,1
5118275,0,0,0,0,112500.0,1,4,1,2,-21363.0,59,-4,1,0,0,0,3,2,1
5118278,0,0,0,0,112500.0,1,4,1,2,-21363.0,59,-4,1,0,0,0,3,2,1
5118279,0,0,0,0,112500.0,1,4,1,2,-21363.0,59,-4,1,0,0,0,3,2,1
5118280,0,0,0,0,112500.0,1,4,3,2,-21363.0,59,-4,1,0,0,0,3,2,1
5118283,1,0,0,0,112500.0,1,4,1,2,-21363.0,59,-4,1,0,0,0,3,2,1
5118541,0,0,1,0,72000.0,3,4,1,1,-18132.0,50,-3,1,0,1,0,8,2,1
5125289,0,0,0,1,202500.0,3,4,2,1,-13939.0,38,0,1,0,0,0,8,2,1
5125299,0,0,1,0,148500.0,1,4,1,1,-20846.0,57,-4,1,0,0,0,3,2,1
5125708,0,1,1,0,135000.0,3,3,1,1,-16413.0,45,-2,1,0,1,0,6,2,1
5125716,0,1,1,0,135000.0,3,3,1,1,-16413.0,45,-2,1,0,1,0,6,2,1
5125761,1,0,1,0,270000.0,0,4,3,2,-18020.0,49,-4,1,0,0,0,2,1,1
5125763,1,1,0,1,135000.0,0,4,3,1,-13030.0,36,-4,1,0,1,0,8,3,1
5125934,0,0,1,2,135000.0,0,3,0,5,-9862.0,27,-5,1,1,0,0,14,4,1
5135344,1,0,1,0,112500.0,0,1,1,1,-20103.0,55,-2,1,0,0,0,16,2,1
5135345,1,0,1,0,112500.0,0,1,1,1,-20103.0,55,-2,1,0,0,0,16,2,1
5135346,1,0,1,0,112500.0,0,1,1,1,-20103.0,55,-2,1,0,0,0,16,2,1
5135485,0,0,1,0,135000.0,2,1,3,2,-10660.0,29,-5,1,0,0,0,3,1,1
5135487,0,0,1,0,135000.0,2,1,3,2,-10660.0,29,-5,1,0,0,0,3,1,1
5135636,1,1,1,0,195750.0,3,4,1,1,-18836.0,52,-3,1,1,1,0,8,2,1
5135990,0,0,1,1,585000.0,0,1,3,1,-10430.0,29,-2,1,0,0,0,10,2,1
5135991,0,0,1,1,585000.0,0,1,3,1,-10430.0,29,-2,1,0,0,0,10,2,1
5142183,1,1,1,2,356029.4117647059,0,1,1,1,-17841.0,49,-12,1,1,1,0,10,4,1
5142184,1,1,1,2,450000.0,0,1,1,1,-17841.0,49,-12,1,1,1,0,10,4,1
5142185,1,1,1,2,450000.0,0,1,1,1,-17841.0,49,-12,1,1,1,0,10,4,1
5142361,1,1,1,1,112500.0,3,4,1,1,-16204.0,44,-3,1,1,1,0,4,3,1
5142362,1,1,1,1,112500.0,3,4,1,1,-16204.0,44,-3,1,1,1,0,4,3,1
5142456,0,0,0,0,67500.0,0,1,2,1,-18952.0,52,-1,1,0,1,0,3,1,1
5142458,0,0,1,0,67500.0,0,1,2,1,-18952.0,52,-1,1,0,1,0,3,1,1
5142459,0,0,1,0,67500.0,0,1,2,1,-18952.0,52,-1,1,0,1,0,3,1,1
5143342,1,0,0,1,216000.0,3,4,1,2,-12946.0,35,-7,1,0,0,1,8,3,1
5145690,0,0,1,0,306000.0,1,1,1,1,-21590.0,59,-4,1,0,0,0,3,2,1
5145817,0,0,1,0,90000.0,1,4,1,1,-22011.0,60,-4,1,0,0,0,3,2,1
5146005,1,1,1,0,225000.0,3,4,3,1,-10177.0,28,-1,1,0,0,1,10,1,1
5146079,0,0,1,1,108000.0,3,4,1,1,-12723.0,35,-3,1,1,1,0,14,3,1
5146167,0,0,1,0,135000.0,3,4,1,1,-20296.0,56,-5,1,0,0,0,16,2,1
5146444,0,0,1,0,135000.0,3,4,4,1,-14394.0,39,-3,1,0,1,0,10,1,1
5148932,1,1,0,0,108000.0,3,4,1,3,-17209.0,47,-3,1,0,0,0,16,2,1
5148934,1,1,0,0,108000.0,3,4,1,3,-17209.0,47,-3,1,0,0,0,16,2,1
5149188,1,1,0,1,450000.0,3,1,1,1,-9847.0,27,-1,1,0,1,1,3,3,1
5149190,1,1,0,1,450000.0,3,1,1,1,-9847.0,27,-1,1,0,1,1,3,3,1
5149828,1,1,1,0,315000.0,3,4,1,1,-17348.0,48,-7,1,0,0,0,10,2,1
5149834,0,0,1,0,157500.0,0,1,1,1,-12387.0,34,-4,1,0,1,1,11,2,1
5149838,0,0,1,0,157500.0,1,1,1,1,-12387.0,34,-4,1,0,1,1,11,2,1
5118538,0,0,1,1,81000.0,3,4,1,2,-15749.0,43,-17,1,1,1,0,1,3,0
5069057,1,1,0,0,225000.0,0,4,1,1,-17762.0,49,-7,1,0,0,0,8,2,0
5066689,0,0,1,0,180000.0,0,1,0,1,-12946.0,35,-1,1,0,1,1,14,2,0
5086062,0,0,1,0,135000.0,2,4,1,1,-20542.0,56,-26,1,0,1,0,3,2,0
5113717,0,0,0,1,135000.0,3,4,1,1,-16415.0,45,-8,1,0,0,1,12,3,0
5066765,0,0,1,1,63000.0,0,4,1,1,-14550.0,40,-8,1,0,0,0,14,3,0
5105227,0,0,1,0,135000.0,3,4,1,1,-17365.0,48,-6,1,0,0,0,8,2,0
5054648,0,0,1,0,112500.0,1,4,3,1,-24238.0,66,-4,1,0,0,0,3,1,0
5067187,0,0,1,0,112500.0,3,1,1,1,-11432.0,31,-2,1,1,0,0,3,2,0
5105818,0,0,1,0,45000.0,1,4,1,1,-22072.0,60,-4,1,0,1,0,3,2,0
5033574,0,1,1,1,142593.75,3,4,1,1,-14222.0,39,0,1,1,1,0,2,3,0
5125478,0,0,1,0,202500.0,1,4,1,1,-20661.0,57,-4,1,0,0,0,3,2,0
5046340,1,0,1,1,180000.0,3,3,1,1,-10581.0,29,-5,1,1,0,0,3,3,0
5022326,1,1,1,0,256500.0,0,1,1,1,-21503.0,59,-5,1,0,0,1,3,2,0
5065764,0,0,1,0,90000.0,3,4,3,1,-14746.0,40,-2,1,0,0,0,3,1,0
5067849,0,0,1,0,180000.0,0,4,3,1,-14756.0,40,-2,1,0,0,0,3,1,0
5097169,0,0,0,0,90000.0,0,4,3,1,-10731.0,29,-2,1,0,0,0,14,1,0
5048583,0,0,1,0,135000.0,1,4,1,1,-21579.0,59,-4,1,0,0,0,3,2,0
5115566,1,0,1,0,126000.0,1,4,1,4,-16491.0,45,-4,1,0,0,0,3,2,0
5052722,0,0,0,0,126000.0,1,4,1,1,-21875.0,60,-4,1,0,0,0,3,2,0
5067723,0,0,1,1,337500.0,3,0,3,1,-12555.0,34,-8,1,0,0,0,3,2,0
5056077,1,1,1,0,90000.0,3,4,1,1,-12154.0,33,-4,1,0,0,0,3,2,0
5022275,1,1,1,0,131400.0,1,4,1,1,-23646.0,65,-4,1,0,0,0,3,2,0
5143016,1,0,0,0,180000.0,0,4,0,4,-14542.0,40,-9,1,0,0,0,8,2,0
5066709,0,0,1,0,247500.0,1,4,4,1,-24511.0,67,-4,1,0,0,0,3,1,0
5021445,0,0,1,0,121500.0,3,4,1,5,-13315.0,36,-14,1,1,1,0,3,2,0
5053592,0,0,1,1,117000.0,3,3,4,1,-17633.0,48,-8,1,0,1,0,3,2,0
5116163,0,0,1,2,90000.0,3,4,1,1,-9899.0,27,-1,1,0,0,0,16,4,0
5041273,1,0,1,0,445500.0,0,1,2,1,-19298.0,53,-7,1,0,0,0,3,1,0
5066627,1,1,1,0,157500.0,3,4,1,1,-16047.0,44,-2,1,0,0,0,3,2,0
5125399,1,1,0,0,112500.0,3,4,1,1,-10066.0,28,-2,1,0,0,0,8,2,0
5067345,0,1,0,0,180000.0,0,4,1,1,-16541.0,45,-3,1,0,1,0,3,2,0
5053711,0,1,0,2,157500.0,0,2,1,1,-12857.0,35,-4,1,0,0,1,3,4,0
5096234,0,0,0,0,117000.0,3,4,1,1,-17087.0,47,-20,1,1,1,0,11,2,0
5125158,1,0,1,1,234000.0,3,4,1,1,-11970.0,33,-5,1,0,0,0,8,3,0
5143231,0,1,1,1,1575000.0,0,1,3,1,-10142.0,28,-7,1,0,0,0,10,2,0
5062688,1,1,1,0,247500.0,2,4,1,2,-20112.0,55,-2,1,1,0,1,6,2,0
5105685,0,0,1,2,144000.0,3,4,1,1,-14132.0,39,-8,1,1,1,0,12,4,0
5115984,1,1,1,2,180000.0,3,1,1,1,-13174.0,36,-7,1,0,0,0,10,4,0
5085769,0,0,1,0,180000.0,0,4,1,1,-19310.0,53,-4,1,0,0,0,1,2,0
5065363,0,0,1,1,216000.0,3,1,3,1,-10512.0,29,-5,1,0,1,0,3,2,0
5140074,0,0,1,0,90000.0,0,4,1,1,-15124.0,41,-1,1,0,0,0,3,2,0
5067643,0,0,1,0,171000.0,1,1,1,1,-19961.0,55,-4,1,0,0,0,3,2,0
5091963,1,1,0,0,180000.0,3,4,1,2,-18809.0,52,-4,1,1,0,0,4,2,0
5053637,0,0,0,0,225000.0,1,1,2,1,-21944.0,60,-4,1,0,0,0,3,1,0
5067149,1,0,0,2,225000.0,3,2,1,1,-13969.0,38,-1,1,0,0,0,3,4,0
5096424,1,1,0,0,270000.0,0,1,2,1,-11621.0,32,-6,1,0,1,0,3,1,0
5046283,0,0,1,0,67050.0,1,1,1,1,-24305.0,67,-4,1,0,0,0,3,2,0
5029348,1,1,1,0,270000.0,3,1,1,1,-10942.0,30,-1,1,0,0,0,4,2,0
5096061,0,0,0,2,73350.0,3,4,1,1,-14321.0,39,-19,1,0,0,0,11,4,0
5028917,0,1,1,0,112500.0,3,4,1,1,-17202.0,47,-5,1,0,0,0,14,2,0
5117778,0,1,0,0,144000.0,3,4,4,1,-14407.0,39,-4,1,0,0,0,5,1,0
5095310,0,1,1,0,225000.0,3,1,1,1,-12322.0,34,-10,1,0,0,0,3,2,0
5050655,0,0,0,0,112500.0,3,4,1,1,-14667.0,40,-3,1,1,1,0,0,2,0
5033817,0,1,0,1,292500.0,2,1,1,1,-16010.0,44,-7,1,0,1,0,3,3,0
5052963,1,1,1,0,135000.0,0,4,1,1,-9984.0,27,-7,1,0,0,0,8,2,0
5113159,1,1,1,0,157500.0,0,4,3,2,-9862.0,27,-6,1,1,0,0,8,1,0
5143235,0,1,1,1,1575000.0,0,1,3,1,-10142.0,28,-7,1,0,0,0,10,2,0
5132800,0,0,1,0,157500.0,3,4,2,1,-18540.0,51,-4,1,0,0,0,14,1,0
5090549,0,0,1,0,157500.0,3,4,1,1,-15241.0,42,-7,1,0,0,0,3,2,0
5054522,0,1,1,1,135000.0,3,1,1,1,-10014.0,27,-6,1,0,0,0,3,3,0
5051061,0,0,0,2,112500.0,0,4,1,1,-11945.0,33,-4,1,0,1,0,3,4,0
5010707,1,1,0,0,202500.0,3,4,1,1,-15862.0,43,-14,1,0,1,0,4,2,0
5028984,0,0,1,0,193500.0,3,4,2,1,-19063.0,52,-6,1,1,1,1,8,1,0
5126034,0,1,1,0,108000.0,3,4,2,1,-17171.0,47,-3,1,0,0,1,1,1,0
5090470,1,0,1,1,900000.0,3,4,1,1,-15380.0,42,-12,1,0,0,0,8,3,0
5021775,0,0,1,0,292500.0,0,1,0,1,-14522.0,40,-4,1,0,0,0,8,2,0
5046415,1,1,1,0,270000.0,3,1,1,1,-14466.0,40,-4,1,0,1,0,3,2,0
5065606,1,1,0,0,270000.0,1,1,1,1,-23489.0,64,-4,1,0,0,0,3,2,0
5117314,1,0,1,1,292500.0,3,4,1,1,-16632.0,46,-5,1,0,0,0,8,3,0
5009195,0,0,0,0,292500.0,2,4,1,1,-20953.0,57,-24,1,1,1,0,0,2,0
5139548,0,1,1,2,157500.0,0,1,1,1,-13584.0,37,-17,1,0,1,0,11,4,0
5096416,0,0,0,0,76500.0,3,4,1,1,-16876.0,46,0,1,1,0,0,3,2,0
5042286,0,0,1,0,157500.0,3,4,3,1,-10809.0,30,-3,1,0,0,0,15,1,0
5050729,1,1,0,0,180000.0,3,4,3,5,-8528.0,23,-1,1,0,0,0,3,1,0
5038897,0,0,1,0,135000.0,1,4,1,1,-22886.0,63,-4,1,0,1,0,3,2,0
5050973,0,0,0,1,112500.0,2,4,3,1,-15964.0,44,-21,1,0,0,0,3,2,0
5044935,1,0,1,2,360000.0,2,1,1,1,-16027.0,44,-15,1,0,1,0,10,4,0
5113539,0,0,1,0,157500.0,3,4,1,1,-20976.0,57,-5,1,0,0,0,8,2,0
5085990,0,1,1,0,225000.0,1,4,1,1,-21717.0,59,-4,1,0,0,0,3,2,0
5033452,0,0,0,0,112500.0,3,4,1,1,-19143.0,52,-15,1,1,1,0,3,2,0
5051240,0,1,0,0,121500.0,1,4,3,1,-23328.0,64,-4,1,0,0,0,3,1,0
5065335,1,0,1,0,202500.0,0,3,1,4,-9766.0,27,-5,1,0,1,0,14,2,0
5145978,0,1,0,0,112500.0,2,4,4,1,-19538.0,54,-16,1,0,0,0,15,1,0
5105614,0,1,1,2,135000.0,3,1,1,1,-12334.0,34,-1,1,0,0,0,0,4,0
5038845,0,0,1,0,103500.0,0,4,1,1,-17007.0,47,-4,1,1,1,0,14,2,0
5105556,0,0,1,0,157500.0,3,4,1,1,-19802.0,54,-12,1,0,0,0,8,2,0
5028383,1,1,0,0,337500.0,3,4,3,5,-11344.0,31,-9,1,0,0,0,3,1,0
5009980,0,1,1,0,180000.0,2,4,1,1,-20644.0,57,-11,1,0,0,0,11,2,0
5062075,0,0,1,0,112500.0,1,4,1,1,-21392.0,59,-4,1,0,0,0,3,2,0
5009706,0,0,0,0,157500.0,3,1,1,1,-11644.0,32,-1,1,0,0,0,10,2,0
5146463,1,1,0,0,360000.0,2,1,1,1,-9983.0,27,-5,1,0,0,0,3,2,0
5112662,0,0,0,1,135000.0,0,4,1,1,-12269.0,34,-2,1,0,0,0,10,3,0
5096796,1,1,1,0,337500.0,3,1,2,1,-13188.0,36,-2,1,0,0,0,8,1,0
5066843,0,0,1,0,135000.0,1,4,1,1,-17090.0,47,-4,1,0,0,0,3,2,0
5066597,0,0,0,1,360000.0,0,1,0,1,-14805.0,41,-5,1,0,0,0,14,3,0
5047704,0,0,1,2,173412.7232142857,3,4,3,1,-14717.0,40,-4,1,0,0,0,3,3,0
5009074,0,1,1,1,450000.0,2,1,1,1,-17726.0,49,-2,1,0,1,1,3,3,0
5090954,0,0,0,0,270000.0,2,4,2,1,-19363.0,53,-34,1,0,1,1,11,1,0
5143019,1,0,0,0,270000.0,3,4,1,5,-11768.0,32,-2,1,1,1,0,8,2,0
5118617,0,0,0,0,270000.0,0,1,3,1,-15770.0,43,-14,1,0,0,0,14,1,0
5116018,0,1,1,0,450000.0,1,1,4,1,-22083.0,61,-4,1,0,1,0,3,1,0
5139662,0,0,1,0,157500.0,1,3,1,1,-23483.0,64,-4,1,0,0,0,3,2,0
5042232,0,0,1,0,112500.0,0,4,3,1,-12849.0,35,-17,1,1,0,0,14,1,0
